Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
47,0.8411073089388701,B,-0.9621350557828677,Y,2,0.3569666265664394,Red,-1.54010872317444,185,Cat,282
62,0.0359657562134128,A,1.8492046824691233,Z,19,0.3462067408870878,Blue,0.7667677909552582,126,Dog,286
51,0.6583995953770418,C,-0.6916948232763047,Z,5,0.9220819807687256,Green,0.2564517151751952,139,Dog,216
55,0.28676687755788366,A,-0.26979318020727744,X,44,0.2113124590284371,Green,0.8785280433803054,199,Bird,203
64,0.5596168556447239,A,-0.6894983102069558,Y,13,0.3780298416839647,Green,1.138078240123472,135,Bird,231
3,0.27934519093122656,B,-0.6979916205382681,Y,22,0.4319632356237745,Blue,-0.05556004076264372,118,Cat,228
51,0.3488704166052904,A,-0.10898123136589323,Z,7,0.4089009953752709,Red,-0.5556037218256447,190,Cat,294
7,0.9231687117541794,C,0.7030552015900584,Y,2,0.004198247840519587,Blue,-1.4245294462448346,155,Cat,284
21,0.2066431848917053,A,0.160131152760603,Y,14,0.27097357691559076,Red,-0.6443384632868981,169,Bird,249
73,0.8741091180258305,A,-0.7585286987145928,Y,25,0.4985685525556186,Green,0.010947875262480792,179,Bird,273
39,0.030457808070496806,B,-0.006291795050064441,Y,26,0.7604933151436839,Red,-0.9635768161816228,123,Dog,240
18,0.09087653836964837,B,-1.367005278394882,Y,5,0.5694739853805872,Blue,0.5834519319014164,123,Cat,236
4,0.8546750413842635,C,1.1832613194239208,X,20,0.38486200458461794,Blue,-0.9034258229992385,129,Dog,245
89,0.6305560309091953,B,-0.5059640909787979,Y,12,0.6651408768987019,Blue,-1.7628193377410541,138,Cat,209
60,0.7472361380395502,C,-0.45246181143500497,Y,36,0.6658932078749099,Green,-0.5779353327061693,144,Cat,299
14,0.20941767082185425,C,-1.9461488609145319,X,31,0.24792468274880586,Green,0.18422801556809412,198,Cat,291
9,0.5370834555901035,B,-0.5066970968393757,Z,17,0.10377414717265132,Blue,-1.2594452371042797,148,Dog,283
90,0.7372192235713048,A,1.6823222129520023,Z,16,0.8031835083464408,Green,-0.8882621438105535,134,Dog,222
53,0.6273141370102625,B,0.6115210937041258,X,10,0.5297823793336924,Blue,-0.6301727673142501,119,Dog,203
2,0.4716987668912095,A,1.108997119123672,X,35,0.1765247619471898,Red,-0.4988781493930993,135,Bird,257
84,0.9597837864377148,A,0.1166107956322724,Z,33,0.26207106577880523,Red,0.29788221272172855,174,Bird,255
92,0.6761573334534453,C,-2.620157187847513,Y,38,0.7664244925840371,Green,0.6378988810094501,118,Dog,248
60,0.9077508002412379,C,0.06960207363820838,Y,35,0.6532723846070556,Green,-0.4744310544091677,139,Bird,225
71,0.7297705115736812,B,0.20121297085981218,X,27,0.9451665640361085,Green,-1.0389384319634791,188,Bird,242
44,0.7354635285976832,A,0.8956391411630628,Y,7,0.46494741484809066,Green,0.13673571155721742,121,Dog,285
8,0.08001826975767934,B,-0.03674030556591419,X,27,0.05218662987238254,Red,0.5177245995477566,164,Cat,245
47,0.35946462185394357,C,-0.771791009002435,Z,41,0.7004228674226323,Blue,1.6137738879407875,183,Bird,227
35,0.8583694067196584,A,-0.09920049916946326,Y,12,0.2549107549687579,Blue,1.1461712407458462,198,Dog,208
78,0.23260386214875595,B,-0.34226026490642114,Z,46,0.32385455345757974,Green,-1.2588477883501268,122,Cat,284
81,0.11550586615646619,B,0.5236445700358784,Y,33,0.19664825376676798,Blue,-0.1409918102613785,123,Bird,204
36,0.32610605663879344,C,-0.09697051766864213,Y,13,0.30893539955052185,Green,0.4561616624655214,138,Dog,219
50,0.22043788489261396,C,-0.9901388917442313,Y,2,0.8294804756134845,Blue,-0.8501924246007927,186,Cat,240
4,0.9252881947931552,C,0.5668998185387946,X,3,0.5767133050108688,Green,-0.35070391524898453,137,Bird,281
2,0.8679666420021311,C,-0.7388575013091938,Z,11,0.10915374327237248,Green,0.6739592631722365,146,Dog,295
6,0.4996832302829042,B,-0.31599664488331153,X,5,0.5866036733915648,Blue,0.24997140259342493,106,Dog,262
54,0.06134387448386802,C,-0.4639180403218601,X,2,0.6335633555537972,Green,0.0017284228485352907,143,Bird,288
4,0.7145623460931563,C,0.23722296403412438,Z,46,0.8848236912928693,Blue,-0.6535492156483845,172,Dog,253
54,0.6234117313362646,B,-1.3712828902582723,Z,28,0.8596454435976231,Red,-1.4456033226108425,192,Cat,243
93,0.9705546707284959,B,0.032108245831276166,X,13,0.0628751162397877,Green,-0.31243507447556973,140,Dog,239
63,0.558953240270377,A,1.0804390648354485,X,46,0.8666980949763966,Green,-0.09122667560909076,141,Bird,203
18,0.3363937234029094,B,0.09577141565544345,X,35,0.0508847340093711,Red,-1.4684275950188426,173,Cat,276
90,0.5190216935785558,A,-0.6674296206734219,Z,40,0.15412198421264256,Green,0.04797091113855557,178,Dog,267
44,0.9792632914045163,C,-0.36565146884881455,X,13,0.11155000207592514,Red,0.3920441416270407,147,Dog,225
34,0.6963624325330305,A,0.29574778647011774,Z,12,0.1816972406222671,Blue,-0.6919917529509858,171,Cat,200
74,0.6719761379270511,A,0.5602975015318421,X,18,0.80326199423569,Red,0.4034448674475616,121,Cat,277
62,0.24068158972588538,C,1.5039367461662614,Z,18,0.6861193446534396,Blue,0.27570589064706885,162,Bird,253
14,0.7436025175606177,C,-1.6257425823246754,X,17,0.6869624373283231,Red,-0.3045317487842753,183,Dog,279
95,0.7502718294717717,C,0.26343776865072016,Y,39,0.9221276186789696,Red,-0.4159708836219764,156,Cat,233
48,0.3172889837759053,A,0.185392640516553,Y,22,0.39185103243996877,Red,-0.332196364803408,181,Dog,204
15,0.4837138323907132,B,-0.06675917817732932,Z,13,0.0032874431122135173,Green,-0.8562002602160691,155,Dog,294
72,0.29460333294045604,B,0.3554395723604608,Z,45,0.6397684520689753,Green,0.3446430031583618,133,Dog,280
78,0.2587050703242867,B,-0.2295359368102314,Y,38,0.8680743864256488,Green,-0.8452720067461029,122,Bird,288
87,0.025896070249485148,C,-0.9988137109846277,Z,19,0.9762601805610449,Green,-0.7810808541074029,127,Dog,227
62,0.2852117446533321,C,0.21352592592847303,Z,24,0.36389273031597036,Blue,0.49726552754111436,140,Bird,216
40,0.5539699498782749,B,0.6492544997712605,Y,19,0.8221521884430948,Red,-0.24207087959725954,109,Dog,221
85,0.0016011875490288263,C,-0.04731389199931435,X,21,0.8492277143386605,Blue,0.06169678799855951,151,Bird,283
80,0.2832190838096674,A,1.0593425433607495,Z,24,0.14443784108724256,Red,-1.7116148591433982,155,Bird,245
82,0.8814103323232501,A,-0.23739712676564328,Z,30,0.6314985552556653,Red,-0.5233034891963917,122,Dog,240
53,0.5936485851073608,C,0.4605658786015438,X,28,0.17314009914086925,Blue,1.6807701311668382,109,Bird,280
24,0.6078628240809805,B,-1.5817432128345434,X,48,0.44663081815369376,Red,-1.7808082201469155,164,Bird,245
26,0.40336430502635323,B,2.2424311574609384,Z,35,0.8792669192056812,Green,1.749628658758184,128,Bird,203
89,0.676472143492411,A,-0.22757931935184353,Z,46,0.7894671121574774,Green,0.261213778783425,145,Dog,210
60,0.18993276623035915,C,-0.4881863780695798,X,38,0.5703394570317467,Blue,-0.5329870332563811,140,Cat,257
41,0.8187468103841916,B,-0.26575124088784435,Z,17,0.8087091643431323,Blue,-0.20442093689653487,168,Cat,238
29,0.11668911993589981,B,-0.9487840855769527,X,48,0.1528275088440162,Blue,1.23051345127412,143,Dog,213
15,0.6560013546531093,C,-1.1685165527852863,X,34,0.19491936758662898,Green,-2.277494770744044,128,Bird,231
45,0.34114932581968305,C,0.041044328103827146,Z,9,0.2088647915569377,Red,1.4154288282374374,149,Dog,280
65,0.7475129705824768,B,0.11411575013335006,Z,13,0.7760135553964244,Blue,0.26564397980002724,119,Cat,226
89,0.54976455126602,C,0.2238756784689018,X,14,0.8909655045397616,Red,1.0122430499150696,162,Cat,245
71,0.4523530384787162,C,-0.03394224289090872,Z,26,0.5628363204403689,Red,-1.7483228326730074,107,Bird,285
9,0.169422402093247,C,-0.08308800314950383,X,21,0.9579716247356753,Blue,-0.2274660846804011,188,Dog,201
88,0.6368214642843528,B,-1.2030760107564613,Y,44,0.7280302512054606,Blue,-2.328351568774361,164,Cat,262
1,0.9747698434204131,A,-0.4873689446800402,Y,20,0.5636838338402289,Green,1.197583230371392,199,Dog,277
8,0.825603424907015,C,0.16127459380310194,X,11,0.6115905268527292,Blue,-0.9827087857430098,143,Cat,244
88,0.0600081925890118,B,-0.5387411578546822,X,42,0.8495341532464175,Green,-0.9974042332647827,115,Cat,237
63,0.3762293783611911,A,0.292168651847224,Z,35,0.09018070742089412,Green,-1.9344294343315707,168,Cat,202
11,0.9255830091902718,B,-0.13520951313015353,X,48,0.1680174869983848,Red,0.4443694460517065,149,Dog,299
81,0.5030437475570214,B,-0.14292023225737802,X,31,0.26629498377508165,Green,0.07189042583560785,112,Dog,238
8,0.6621118258081792,B,0.20726875313021484,Z,18,0.8947758559903022,Red,-0.7478702891568625,164,Bird,269
35,0.9125993455913904,A,0.48514309564823804,Z,14,0.9449449711206552,Green,0.26310323307282846,171,Dog,286
35,0.8737946904198807,B,0.7080211958677365,Y,49,0.3561705484686619,Blue,-0.7799322532264683,100,Dog,256
33,0.501820375540511,A,1.9830425583505231,X,5,0.9238572260112431,Red,-1.7592881004273662,119,Cat,220
5,0.43764630265760207,C,0.8637819031668581,X,17,0.5468478009671489,Blue,-0.36379801111776416,124,Bird,268
41,0.3396926184795871,A,-1.4804439250227162,Y,21,0.47327374417875934,Red,1.6447184116639788,128,Bird,260
28,0.7190194431628911,B,-1.0838621380563884,X,14,0.8327646779295999,Green,0.9716663645045116,166,Dog,274
7,0.28698679947154326,A,-0.2746467915329495,Z,3,0.5460834368858497,Red,0.4553714484617397,192,Dog,225
73,0.24988760643090013,B,-0.7629170239709068,X,31,0.4544822988678807,Blue,0.2440246896115632,117,Dog,244
72,0.3562498946037801,C,0.3904968604816443,Z,25,0.01596350427033466,Red,-0.3633308908853282,181,Dog,214
12,0.17721505687879202,A,0.49659235119030115,X,47,0.012897662403908217,Blue,0.7359767184009849,187,Dog,285
34,0.6951198159457673,C,-0.48351258853658513,Y,44,0.6275914001244614,Red,0.5653237890158839,156,Bird,267
33,0.6162406493306123,A,1.189675198185023,Z,17,0.07341693084691614,Green,-0.08311358606759779,152,Bird,244
48,0.4828785341158436,B,1.4542000122758232,Z,26,0.7369453087362632,Red,0.19908044497675903,169,Bird,224
23,0.39032577926155465,A,-1.8118279424555976,Y,17,0.6223414632920018,Blue,-1.605860436855537,191,Cat,278
62,0.9090625428967315,C,-1.4288779545288437,Z,19,0.45772953271215433,Green,-0.4802972473021058,161,Cat,233
88,0.029123784989105284,A,1.0972401515594965,Y,27,0.7098036431116866,Red,-1.1931065824682645,151,Dog,204
37,0.7691077435072992,C,0.8698289854000336,X,7,0.9930713444694486,Green,-1.2121790918638295,177,Cat,202
99,0.9019095717488887,C,0.5026518176033214,Y,26,0.2463567736325204,Blue,0.47027344686796213,125,Bird,282
44,0.44635457942992596,B,0.010939742575923972,X,5,0.5570557001472606,Green,-1.264609348589266,170,Dog,254
86,0.5506904914706467,A,-0.103116812655206,Z,2,0.8428559062071891,Blue,0.7680890502701639,110,Cat,260
91,0.9444636878820379,C,0.5365994334273445,Z,16,0.016874904539759594,Red,1.0320004488167682,120,Bird,204
35,0.21227751528551442,B,0.17647664247949113,Y,45,0.20350832870251223,Blue,-0.06170433786624744,168,Dog,282
65,0.5201348477846849,B,1.3077227069761872,X,11,0.5209586561598897,Blue,-0.6055161360685004,130,Dog,271
99,0.4747211271282129,B,-0.681243948494123,Y,39,0.5522460249325004,Blue,1.0310231389791216,144,Bird,284
47,0.2583926478703701,C,0.017995461854860437,Z,23,0.08633326405235775,Blue,0.552369285173602,163,Bird,271
78,0.8185932303731079,A,0.8903353149820696,Z,35,0.40742952566641266,Red,1.1951796319108206,126,Cat,267
3,0.8996005947632358,C,0.1644181871250766,X,6,0.5197847579861811,Blue,-1.081508913195092,196,Bird,219
1,0.7819325797882088,B,0.673159335294313,X,37,0.4229756988103447,Blue,-0.2603486174144151,133,Bird,235
5,0.19535896084860838,C,0.6586218087487499,Z,1,0.7005962558037933,Red,-0.21856488568695184,149,Bird,269
90,0.08674863550138157,C,-0.42484098276342286,Z,33,0.7713638886443674,Blue,0.20942466009020594,199,Dog,255
14,0.6054444853053423,B,-1.0206677299017983,X,18,0.460261619256777,Red,0.624886769541421,168,Bird,282
27,0.057094760509883935,A,-0.7477830397187013,Y,3,0.42565972783811323,Red,0.13783133009179638,125,Bird,205
9,0.6728258885580842,B,-1.0837664368374886,Y,19,0.7053636707861228,Blue,1.3354026841055708,147,Dog,254
79,0.5304242203272427,B,-1.8559847476631552,X,10,0.5553023588871225,Green,-0.374745114295249,151,Dog,287
15,0.6627857327436636,C,1.0917613641014539,X,20,0.8704394466139689,Red,-1.049010333926489,198,Dog,260
90,0.590170773649744,B,-1.8860230068683301,X,11,0.481146151414673,Red,-0.6656685119500853,183,Dog,204
42,0.4227025695271728,C,1.8614602246792642,Z,32,0.5743274756721628,Green,-0.7900771843793066,177,Dog,228
77,0.20087718014022826,B,-0.5277873316105391,Y,40,0.1288052031407083,Green,-0.4559250475750736,104,Bird,267
51,0.30570213581048855,B,-0.27835531621919474,X,20,0.8359972418449356,Blue,-0.26918928944223525,111,Bird,289
63,0.5245005742189764,A,-1.514893499076297,Y,32,0.42229213168380264,Green,-0.2267766178265428,112,Cat,257
96,0.6518680936476059,B,0.3845668539420678,Z,43,0.7190632927893217,Red,0.23192749714419483,190,Bird,257
52,0.7794830168845285,A,-0.26089226948679867,Z,37,0.42948274908113093,Green,-0.4610954347446471,190,Dog,251
96,0.7671707184490608,B,0.061097635289098715,X,22,0.0010122297369256072,Red,1.0488010119075393,115,Bird,218
4,0.9726887432610853,B,-0.7871235503202662,X,4,0.4004102502664021,Blue,-1.9381951080485875,150,Bird,217
94,0.28584144866340944,B,0.480815773189125,X,13,0.147502195078566,Green,-2.2268569488815553,153,Cat,269
23,0.07111070821343679,A,-0.8239174072841009,X,6,0.39861507930166695,Green,1.0013092712316265,167,Dog,230
15,0.3456569355418593,C,0.07876622963734135,Y,29,0.3213439402276599,Blue,0.9227325764490136,112,Bird,200
43,0.7432944752240767,A,0.4619817108954856,X,2,0.20254737867560135,Blue,1.239023550437549,117,Cat,205
29,0.4381116510332952,B,1.4513090463002989,Y,25,0.12377209716627413,Green,0.6367269809196804,175,Bird,236
36,0.8177884305894194,C,0.8059009431107838,Z,32,0.728561222249406,Green,0.002528291836206253,118,Bird,201
13,0.549326365186015,B,0.08987912040214814,Z,26,0.7548603022996687,Green,-0.25842861209101653,180,Bird,257
32,0.929791722630503,A,-0.007968024861214118,Y,26,0.2649975052171575,Green,-1.6021350031256794,141,Cat,236
71,0.9478634419990688,A,0.31341205266384853,Y,38,0.49519022471681884,Red,0.1476706096839491,170,Bird,247
59,0.06930450601874871,C,0.7667121161322208,X,22,0.46407094746023114,Green,-1.4367993823980694,120,Bird,286
86,0.4564134397124243,A,-0.744311787757107,X,10,0.3552475710570018,Red,2.466114474870728,152,Cat,243
28,0.609689061249568,B,0.9032093341312314,X,23,0.2776371817967549,Blue,-1.032048523246095,100,Dog,243
66,0.2558725408122128,C,-0.9369942289200422,Z,4,0.18603174268169376,Red,-0.07543307739533982,113,Dog,226
42,0.40707677937898024,B,0.4563130579586909,Y,16,0.8728926200686428,Blue,1.5064108791500326,102,Bird,290
45,0.6776815411176983,C,0.5414271305752033,Y,42,0.8333124876573444,Green,-0.36602841242312945,195,Cat,236
62,0.22673422689836142,C,-0.6715650880005795,Y,33,0.41717941023671656,Blue,-0.3592809288870527,108,Bird,287
57,0.6019813529744524,B,-1.5423806084462635,Y,13,0.7212012565275506,Blue,-2.586784129563845,110,Bird,290
6,0.6974478281643061,A,-0.26456903260431874,X,46,0.49833208239921867,Red,-1.309778814097226,122,Cat,294
28,0.09049631109586675,B,-2.629870835259099,X,44,0.08538326529272833,Blue,0.561536970488119,129,Dog,229
28,0.49752931602745276,A,-0.17836431054107404,Y,13,0.8223905084430511,Green,1.672835142345993,146,Cat,287
44,0.2630800299241908,A,-1.248240583452878,X,33,0.21927154401409854,Green,-0.8911512042996973,104,Cat,264
84,0.7243863559980446,B,3.1132516778982913,Z,14,0.7068175107281433,Blue,0.19673988318080612,129,Bird,295
30,0.18955550853694048,C,1.058695226424739,X,8,0.5273979649151659,Blue,2.708453522118506,189,Cat,214
62,0.8922379155381064,B,0.07219952824971228,Z,26,0.6905399698145,Green,0.5668017425834753,167,Cat,223
75,0.4309413365183269,C,1.3324100584207152,Z,22,0.4712030557239626,Green,0.9760748059292919,190,Bird,210
92,0.1980030303075535,A,0.7050351073346284,Y,46,0.7025611484769867,Green,-0.7660742476857028,128,Cat,249
89,0.43802179635032934,C,-1.1635398405562185,Y,1,0.032812552945086226,Red,1.552373367183563,144,Cat,229
62,0.40874376280852787,B,-0.6254358019996236,X,49,0.040852939100912034,Red,-0.6923107787822425,106,Cat,217
97,0.4289189594937103,C,1.0294670082259965,Y,16,0.8963399652155097,Green,-0.8680049900031637,115,Dog,232
1,0.5855612934974469,A,-0.9605374335913761,Z,44,0.7496940159715572,Green,1.4793784099428962,171,Cat,202
27,0.5211737249135375,A,0.39531805332085235,Z,29,0.828467519882902,Red,-0.6369383655157521,188,Cat,265
62,0.14977713168090268,C,0.6747579975700542,X,23,0.4565853869213141,Green,-0.0036749394152499957,187,Cat,210
77,0.06557907264663632,A,-0.2606433360551251,Z,5,0.4596468618828774,Green,1.6261853889807225,140,Bird,284
3,0.7294154487265405,A,0.15232988944879264,Y,21,0.534004035551073,Red,-0.9141209510078523,160,Bird,222
70,0.5597174359283135,C,0.8317939252957322,X,36,0.24366204675985048,Red,-0.23680856612484233,150,Bird,255
72,0.35900076807926373,A,0.7840896324124739,X,20,0.7335024984885612,Red,-0.6102110546304553,154,Bird,264
27,0.8083578224980739,C,0.44817732718093745,X,43,0.8294544034005605,Green,-0.3287286159408466,163,Dog,251
9,0.38805847426095696,C,-0.01295434828290414,Y,8,0.907224092655396,Green,0.0392419490237336,150,Bird,206
62,0.7959650896006075,A,0.5873557717532321,Z,26,0.5170338483754986,Green,1.340097816244559,120,Bird,290
37,0.3057561275123747,C,-2.021536284703223,Y,41,0.41457650572734184,Green,1.6422909332517277,157,Cat,280
97,0.07284529754519975,A,1.4755796296880372,X,25,0.8309332443449622,Red,0.15583974967954284,179,Cat,234
51,0.9326396937999291,A,-0.13255731964008563,Z,42,0.7526657800643747,Blue,-0.7265826840906734,146,Bird,215
44,0.39455112928137315,A,-0.7349673486767199,X,7,0.8672732197091927,Green,0.6780375962423159,110,Bird,250
24,0.7926925728493779,B,0.5994639186251742,Y,22,0.6557310574524087,Green,0.005265198737493542,160,Cat,252
79,0.27914413322230447,A,0.5714296182464823,X,33,0.8833133034728666,Green,0.037897689047287235,171,Bird,266
59,0.646365112123656,C,-0.9764265916915398,Y,5,0.08904166604532127,Red,-1.0318231640085909,198,Dog,275
32,0.8733108732577283,C,0.06753977906994638,X,38,0.6795615776854959,Blue,-1.6170854346281178,105,Cat,251
96,0.041644022339980324,C,0.03733507711071247,X,12,0.08879508848722184,Green,-0.01891997697426398,174,Bird,285
88,0.8306357646860892,B,-0.027916923967480682,X,44,0.7489076432935146,Red,-1.0694587564024127,127,Cat,283
52,0.5713330049719286,B,1.6240197994726442,Y,14,0.6284438701329399,Green,-0.530267364841512,141,Bird,296
62,0.6074717539085692,C,-0.020155336347329265,Y,7,0.015992021581576532,Green,1.4826630850938105,151,Dog,270
58,0.5231580008059826,C,-0.1299047314984712,Y,28,0.5992609860734446,Green,-0.0701569587284586,110,Dog,254
52,0.8744751032836424,B,-0.6803677664898552,Y,46,0.14627980855867384,Blue,1.1070924490726382,169,Dog,236
12,0.04343335723563746,C,-0.8248395207257326,Y,16,0.1424114197790698,Red,0.296142992748377,139,Cat,206
39,0.2610283915358481,A,0.39204258191853336,Z,41,0.1504630116566178,Blue,0.5838365855346236,129,Bird,222
2,0.8757625388591553,A,-0.46982008950291654,X,2,0.4838236022468424,Red,-0.5500368641993464,155,Cat,200
3,0.752345702531956,C,-0.1879293768007396,Y,49,0.11552025403187505,Red,1.1529114661876227,177,Cat,211
56,0.017645160178605845,A,0.19816848318225402,Z,31,0.12565574845272776,Green,0.3108282652635242,176,Cat,296
81,0.5170062832097087,C,0.06368945260736163,Z,36,0.2561679861338765,Green,-0.2644018599207055,198,Dog,214
59,0.5295726807126748,B,0.1349610569154279,X,14,0.0008582238277602405,Blue,0.31029992960186553,105,Dog,257
2,0.4008821351279104,C,0.13131683316005388,X,46,0.27578976695736623,Red,-0.7152424877538291,148,Bird,226
2,0.2973933320619897,B,0.624600518224056,X,28,0.6184077668020328,Blue,-0.29368211503907016,132,Dog,279
92,0.6817248504123421,A,2.641030778662475,Y,47,0.6015705605953655,Green,-0.0552714335516911,110,Bird,278
54,0.20779046470475382,A,1.229310691907974,X,32,0.9695336481646462,Blue,-0.5256888986924604,164,Bird,248
87,0.7989485620717061,A,-0.36229010397795286,X,28,0.1196300789797774,Green,1.558720109918989,126,Dog,262
96,0.8030371607674718,C,1.2155068050230795,X,12,0.8655713314655792,Blue,-0.4151829135430605,129,Dog,250
97,0.4152614375728205,B,-1.0537907973425453,Z,13,0.39118975989658844,Blue,2.0825198141887395,145,Dog,223
1,0.28354801090964765,B,-0.5662575689260696,Y,22,0.3870362879616457,Blue,0.06726715117880241,125,Bird,256
19,0.2838781815907132,A,0.7068829212666524,X,42,0.34881088362434365,Blue,-0.23432960121011975,127,Cat,244
2,0.4822913239962101,A,0.6758664079374624,Z,48,0.12473653144295849,Red,-0.5044278930706932,131,Bird,249
53,0.7195792247493588,B,0.6015360185136042,Y,29,0.47850503709894743,Blue,0.4224093060221115,173,Bird,232
44,0.35886869099385876,C,-0.590297885171597,X,30,0.7873779693470139,Green,0.8941929324374686,111,Cat,277
90,0.6100433454577515,A,-0.5834437764610827,Z,15,0.875432407147698,Red,-2.5379363780710125,199,Bird,274
32,0.38248446058259433,C,0.13115144275044122,Y,40,0.9628592581273628,Red,0.004883331484132131,185,Bird,225
70,0.3045231891513833,A,-0.25228972837061264,X,4,0.7852924857004524,Red,-1.9880955458587632,115,Dog,275
32,0.02485951591579416,A,0.8881757470134929,X,33,0.6230917056547689,Red,0.9818256871812023,181,Dog,297
68,0.003914105735390638,C,-0.2773340202006641,Z,46,0.4975337797059971,Red,0.9996862343948505,170,Cat,236
55,0.22720767783200446,C,-0.30681279609034245,X,9,0.8748972516013959,Blue,0.04097377172690494,151,Dog,290
75,0.40640628680099544,C,-1.6258412685835972,Z,38,0.7395136068581604,Blue,0.2083943670805079,199,Dog,279
56,0.8512611673620603,C,0.8753302341145854,Z,16,0.16125817597151415,Blue,-1.4297655516389902,101,Dog,211
17,0.7984842429304254,B,0.32237737229452007,Z,26,0.6825504927962065,Green,-0.5472861634747569,172,Cat,246
38,0.2671652625879899,B,-2.286002531993625,Y,43,0.43103859793001187,Green,-0.6121800621976892,193,Cat,228
24,0.24454044298429933,A,0.44501865990850775,Z,27,0.5957996774218147,Blue,-0.44900493348778375,127,Dog,265
69,0.22732207107002744,A,-0.40117690543454726,Y,11,0.8983530838174291,Blue,0.8721741337044586,161,Bird,205
